category,cv_text
PMO,reyes renner 794 klocko center detroit mi phone 1 555 862 0528 experience schuppe sons philadelphia pa senior pmo analyst 012020 present certification project management qualification especially prince2 practitioner p30 highly desirable advanced working knowledge ms office applications including ms word excel excellent analytical numerical reasoning skills knowledge understanding project programme lifecycle pmo services including ms project planning good ms excel powerpoint visio skills bogan inc philadelphia pa pmo analyst 052017082019 project management sdlc methodologies facilitates rollout adoption execution repeatable predictable efficient processes improve productivity quality proven proficiency microsoft excel powerpoint ms office suite ca clarity ppm extensive experience jira workflow administration system administration upgradesetc visionary building implementing workflows able scale business needs grow experience automating workflows education lim college bachelors business skills experience knowledge ms office tools like power point visio ms word etc experience handling large volume data excel spreadsheets proactive handson cando approach positive flexible proactive approach pmp certification pmi preferred proficiency structuring complex tasks coordination complex processes good influencing relationship building skills good process data analytical skills experience continuous improvement lean tools
Public Relations,communications specialist resume sample resume genius 123 3rd ave houston tx 77006 timhgmailcom 713 4567890 performancedriven proactive professional 4 years valuable experience public relations internal communication community outreach program management media operations skilled leading team members successfully use constructive communication problem resolution techniques expert maintaining strategic communication plans implementing community outreach programs professional experience communications specialist basf corporation houston tx august 2020present support managers creating talking points briefing documents positioning papers press releases special reports keep staff clients abreast issues use weekly publications disseminate interdepartmental information maintain high employee morale serve social media coordinator developing original content suggesting creative ways promoting brand attracting average 10 new customers daily augment engagement stimulate user experience overseeing companys online presence interactive solutions including 4 websites 3 social media accounts communications specialist w l gore associates phoenix az august 2018july 2020 helped devise communications strategies drive awareness behavior positioning organization industry leader supported efforts secure 55 market share partnering regional stakeholders integrate customer insights increase companys visibility delivered compelling content responsible high impact business demonstrating ability translate low investment high brand engagement valued 3m revenue removed associate training obstacles fulfilled customer needs new virtual service programs including device simulation education platforms remote case support education liberty university lynchburg va july 2018 bachelor science communications gpa 3840 additional skills proficient ms office word excel powerpoint outlook excellent social media management skills twitter instagram tiktok
Public Relations,john doe 1 fake rd city xx 00000 5555555555 johndoegmailcom public relations legislative specialist highly effective public relations legislative specialist 10 years experience offering array skills advocacy support building positive relationships legal research drafting reports progress monitoring budgeting initiating change interpersonal skills training employees proven ability design develop simultaneous outreach programs initiatives raise funds utilization public relations expertise within media local communities demonstrated knowledge legal policies allows successful lobbying behalf critical bills levels track record success delivering desired results fastpaced dynamic environments impending deadlines public relations liaison legislative strategy strategic communications summary qualifications community outreach programs media press communication public event coordination building consensus team leadership technical writing skills policy procedures public speakingpresentations stakeholder coalition building creative problem solving innovative implementation complex project management data analysis social media utilization action planning professional experience public policy government relations 123 chamber commerce city xx 20152016 developed managed legislative agenda chamber lobbied local state federal elected officials behalf business interests city designated lobbyist 123 chamber 3rd largest chamber state monitored tracked advocated roughly 90 bills legislative session contributed passing 26 bills 2016 legislative session beneficial local business interests testified bills committee hearings state legislature fostered maintained positive relationships local state federal elected officials staff identified scaled maintained stakeholder coalition business leaders support business interests state capitol managed multiple projects parallel deadlines prepared legislative policy reports board directors including development comprehensive 36 page legislative agenda distributed legislators community stakeholders drafted press releases letters supportconcern sent legislators legislative summaries policy reports conceptualized coordinated managed chamber events quarterly economic update luncheons annual meet elected officials breakfast biweekly public policy breakfasts created social media content related public policy legislative issues shared via facebook twitter instagram snapchat linkedin drafted monthly newsletter chambers emagazine featured recognized 123 business journal person watch 2016
Public Relations,jesse kendall 123 elm street miami fl c 3055555555 jkendallnotmailcom public affairs dynamic public relations professional extensive experience strategically positioning organizations success unique blend communications sales marketing public affairs expertise proven fundraiser strengths advertising forging key relationships building interest across local communities administer budgets organize special events effectively spearhead execution lead simultaneous highpriority projects challenging everchanging environments background includes promotion highprofile events effective communications media strategies areas expertise advertisingpublic relations sponsor development operations management marketing strategies marketing materials campaign development career highlights budget administration event planningpromotion media communications public affairs directo r junior achievement southern florida inc miami fl 20xx present build relationships across community secure sponsors generate interest awareness ja initiatives establish strategic plans promote organization ongoing special events fundraising activities develop advertising media public relations materials leverage success delivered results successfully raised 1 million tenure generated 176000 one year exceeded budget 100 initiating bingo special event operations organizations largest revenue sources one third annual budget organized business hall fame secured sponsors annual charity bowlathon built longlasting relationships maximize success future events cultivated key relationship founder donatos jas largest single contributor organization developed strategic alliances created innovative package targeting hall fame honorees generated excess 15000 20xx 20xx achieved outstanding return event 20xx director communications public affairs abc public schools miami fl 20xx 20xx developed implemented communications strategies cabinetlevel position within office superintendent 108000student urban school system led team 12 development dissemination media releases district publications administered 13 million department budget oversaw aspects communication media public devised creative strategies advancement print tv outdoor radio campaigns collaborated directly school administrators design effective community outreach strategies fostered connections across community delivered results administered 2 million media budget gained extensive media buying experience across mediums credited reversing decline student enrollment defying local demographic trends implementing key strategies attract students maximize retention across district conceptualized produced hosted emmyaward winning television program making grade highlighted districts positive aspects education technical skills xyz university miami fl 20xxbs applied communications microsoft word excel powerpoint
Public Relations,experience nadia bergstrom 58182 klein mountains los angeles ca phone 1 555 123 0227 director public relations phoenix az 032015present maximizing brand positioning meeting regularly key editors constantly gaining new contacts promote true religion work internal clients pr agencies assess incoming conferencespeaking engagements provide recommendations high level speaking opportunities work show teams establishing current pr goals defining emerging opportunities sectors growth takes leadership role training development marketing staff establishes training development programmes enhance employee knowledge proficiency leveraging social media networks related monitoring tools facebook twitter etc ensure correct appointments line targeted correct market phase order maximize distinguish differing brand lines exercise usual authority manager concerning staffing performance appraisals promotions salary recommendations performance management terminations public relations associate phoenix az 012011012015 providing supervisors managers wrap recaps general reporting updates progress recapping larger management team writing preparing external communications public relations associate expected follow set editorial schedules develop new editorial schedule manager current schedule exist public relations associate responsible direct writing drafting content project management scoping projects creating email campaigns maintaining websites distributing announcements national consultants professional societies institutions creating materials grant writing coaching group program promotion participant recruitment maintaining outreach recruitment database updating social media creating print flyers digital communications participating editorial recruitment retention committees collaborating staff faculty network related initiatives support strengthening editor relationships beyond top publications new interesting digital outlets order reach different markets product placement gifting entertaining support aspects brand visibility including limited product placement internal presentation external presentation events media alerts celebrity placements partnerships develops strong relationships editors daily communication proactive pitching strengthens relationships participating work breakfastslunchesdinners throughout season support public relations objectives select business lines align firms business growth priorities overall marketing communications strategy manager public relations dallas tx 042005 112010 develop execute pr plans asset distribution select titles within budget maintain grow media relationships arrange monitor select media tours develop implement online community tactics titles writing editing press releases email blasts select projects coordinate attend press events trade shows necessary along keep abreast industry competitive news trends provide regular analysis executives special projects assigned managing agencies asset distribution compilingdistributing clip reports sales marketing executives select titles education skills southern illinois university carbondale bachelors degree public relations strong organizational skills acute attention detail ability multitask meet deadlines adapt quickly evolving priorities strong mastery communications strategies understanding social media strong project agency management skills strong verbal written communication skills
Public Relations,robert smith public relations representative phone 0123456789 email infoqwikresumecom website qwikresumecom summary four years marketing customer service sales experience working food beverage industry various philanthropic engagements highly motivated wellorganized team player possesses ability work well others communicate effectively clients core competencies typing 65 wpm microsoft programs multiline phone system professional experience public relations representative abc corporation july 2015 october 2015 key deliverables identified opportunities enhance colleges public community connections collaborated variety community members college faculty staff students participated conception organization execution college community outreach events generated story ideas interview resources gather information write pieces publication sold ad space design advertisements communicate effectively billing used adobe indesign photoshop design layout printed pages assisted maintaining online edition newspaper timely manner public relations representative delta corporation 2013 2015 key deliverables increased awareness organization stood need volunteers year long maintained uptodate information wrote articles several topics monthly print issues weekly digital content delegated tasks communicated expectations contributing organized successful apparel fundraiser creating designs collecting money placing order participate monthly service call schools get proper information fax information get contracts file proper state also collections assisted maintaining online edition newspaper timely manner edited science amp technology arts amp literature faith feature pages 2259 oak street old forge new york 13420 free resume template copyright qwikresumecom usage guidelines
Python Developer,carla jensen python developer healthtech johnsmithemailcom summary southampton experienced python developer passion applying software engineering principles healthcare industry 5 years experience web development specialize django flask react experience python developer abc healthtech 20182022 london developed maintained webbased applications using django flask react worked closely healthcare professionals define execute software development projects developed symptom tracker application helped healthcare professionals monitor manage covid19 cases resulting 30 decrease hospitalizations pioneered development machine learning algorithm predicted icu admissions resulting 20 improvement patient outcomes built eprescription system integrated electronic health records reducing errors 50 improving prescription compliance 35 software developer xyz healthcare 20142017 southampton developed maintained webbased applications handle healthcare data using python django sql developed patient portal enabled patients access health information online leading 30 increase patient satisfaction implemented automated qa process improved testing efficiency 20 collaborated crossfunctional teams develop health information exchange platform enabling secure sharing patient data healthcare organizations education master science health informatics university manchester 20122013 manchester uk bachelor science computer science university leeds 20092012 leeds uk languages strengths collaboration worked closely healthcare professionals develop realtime covid19 tracking dashboard resulting 40 increase data accuracy adaptability pivoted remote work pandemic maintaining high productivity meeting project deadlines analytical thinking developed scalable telemedicine platform handle 100 concurrent users resulting 25 improvement patient engagement skills python djangoflaskreactsql healthcare data standards telemedicine electronic health records ehrs life philosophy best way find lose service others awards best healthtech hackathon project awarded leading development mobile application helped patients manage chronic conditions volunteer award recognized dedication hard work organizing health fair underserved communities english native wwwenhancvcom spanish proficient powered enhancu
Python Developer,helen mackay junior python developer 12711998643 chicago il helenmackaygmailcom githubiohelenpython summary junior database developer python associate programming certification knowledgeable data fetching organization data visualisation mysql mongodb aws knowledge ml algorithms education bs computer systems technologies university chicago 20142018 chicago il skills programming python sql data skills javascript mongodb mysql aws numpy gpa matplotlib 3940 ml algorithms scikit learn experience junior python developer hudson cloud computing 2018 ongoing chicago il hudson usabased services firm specializing enterprise mobility information management cloudbased solutions working team 15 people taken active part development phases 4 new products research design development testing cicd maintaining large databases collaborating colleagues reduction software maintenance expenses decreasing costs 15 1 year visualised 20 datasets matplotlib python database developer intern wolf 20172018 chicago il wolf website 500k unique clicksmonth 8 million products database customers check price product famous us electronics stores designed implemented web application new requirements 3 4 weeks production ready integrated 8 apis fetching prices product information photos 3rd party sources completed 150 hours data fetching organization training projects convolutional neural network based emotions recognition system 2017ongoing university chicago githubcomvnihitcnnemotionsrecognition cnn based emotions recognition system built scikitlearn tensorflow opencv 86 degree accuracy confidence realtime emotions recognition potential applications behavioural analysis real time analysis customer satisfaction retail settings automatic photography trainingcourses python data science al ibm 75 course completed complete data science bootcamp python 2019 365 career team 100 course completed grade ethical hacking network security zaid sabih 100 course completed grade b certification pcap python institute 2019 strengths quick learner learning new skills technologies roles comes naturally effective communicator communication played essential part working variety projects accountability take ownership mistakes learn wrong wwwenhancvcom powered c enhancu
Python Developer,robert smith python developertester phone 123 456 78 99 email infoqwikresumecom website wwwqwikresumecom linkedin linkedincomqwikresume address 1737 marshville road alabama summary experience continuous integration automation using jenkins experience unit testing test driven development tdd load testing proficient unit test plans utp integrated test plans itp extensive experience user acceptance testing uat skills database ms sql server oracle sql sql server python pycharm work experience python developertester capital onejuly 2016 present designed implemented server build automation amp server decommissioning automation worked unit testing integration testing web application testing unit test python library used testing many programs python codes ensured highquality data collection maintaining integrity data cleaned data processed thirdparty spending data maneuverable deliverables within specific formats excel macros python libraries responsible creating companys internal platform called dcae using python develop test components used python ide pycharm developing code performing unit test python developer abc corp20142016 wrote python scripts parse xml documents load data database used pandas api put data time series tabular format east timestamp data manipulation retrieval involved environment code installation well svn implementation cleaned data processed thirdparty spending data maneuverable deliverables within specific formats excel macros python libraries ensured high quality data collection maintaining integrity data collaborated internal teams convert end user feedback meaningful improved solutions project also used technologies like jquery javascript manipulations bootstrap frontend html layout education masters degree computer science computer science river university bachelors degree computer science computer science jagruti engineering college jntu free resume template copyright qwikresumecom usage guidelines
Python Developer,charles k sorensen mta python developer 3689 parrish avenue victoria tx 77901 8309948344 charleskorensengmailcom linkedincomincharlessonsen motivated pcppi mtacertified python developer professional scrum master 6 years experience inclined bring effectiveness technos fromend development driven passion innovation designed introduced new iacswordworthy feature mailsent tool highly skilled python coding scripting django framework communication experience python developer pyme victoria tx march 2015present handled programming tasks maintained 7 intemal websites high success rate 97 product update deployment worked highimpact projects eg content aggregator expense tracker delivering solutions lower 20 code churn developed marketing lead mysql database collecting categorizing filtering leads various stakeholders ie www social media channels newsletters lad sprint planning meetings divided soks 15person project team tutored three high schools every year teaching young kids code python key achievement designed new feature companys email marketing tool malsere 7 active days contributing marketing departments win iac award competition best email message campaign category data scientist pyme victoria tx april 2012february 2015 automated optimized collecting data using sql reaching 35 systems response time boost collaborated crossdepartmentally rpa streamline issue management migrate cament environments cloud reducing investment risk 48 2011 ms engineering education university texas austin tx skills python javascript css3 html5 sql orm libraries web frameworks django mvc mvt architecture design skills problemsolving skills communication skills da visualization agile frameworks courses certificates pcpp1certified professional python mta 98381microsoft technical associate psm ii assessment certificateprofessional scrum master pycon everyyour attendee since 2018 djangocon 2020 conferences
Python Developer,peskov sergey python developer 7 777 109 68 95 peskovdevprotonme kazakhstan karaganda skills main stack python flask linux git http postgresql redis docker sqlalchemy aiogram html css javascript unittest pytest poetry familiar django vue mongodb basic go pythonprojects flaskblog tools used flask different flaskextensions sqlalchemy alembic vanilla js docker pheidippides telegram bot sending cryptocurrency rates tools used aiogram telegram api redis async aioschedule find telegram github gitlab linkedin linkedincominpeskovdev twitter time f c e education b programming c communication sport e rest f sleep jwtauth jwt authentication microservices tools used django drf languages russian english djoser jwttokens vue passions web 30 20202023 b cryptocurrencies 2019 open source education bachelor computer engineering software karaganda university kazpotrebsoyuz net learning program epam training center vocational school computer engineering software karaganda higher polytechnic college 20162020 wwwenhancvcom b native intermediate powered c enhancy
React Developer,zoey walker experienced react native developer mobile applications team leadership helpenhancvcom summary linkedincom react native developer holding 5 years handson experience consistent record architecting highperforming mobile applications across ios android platforms adept transitioning web apps react native implementing best practices app architecture experience senior react native developer tech solutions 2018ongoing charlotte north carolina oversaw development improvement mobile applications ensuring efficient product infrastructure built maintained 15 mobile applications resulting 25 increase client satisfaction successfully leveraged native apis deep integrations enhancing app functionality played ke key role diagnosing fixing bugs reducing application crashes 30 implemented automated testing continuous integration processes increasing deployment speed 20 react native developer blue ocean tech 20162018 charlotte north carolina coordinated crossfunctional teams develop ship new app features collaborated development 10 app features improving user experience boosting average session length 15 optimized application performance increasing speed 25 reducing load time 30 assisted transition web apps react native making 5 apps accessible mobile users junior developer global tech innovations 20142016 charlotte north carolina assisted implementation maintenance automated testing continuous integration contributed maintenance enhancement 7 mobile applications using react native collaborated closely senior developers plan develop data presentation layer various applications education masters degree computer science duke university 20122014 durham north carolina bachelors degree computer science university north carolina 20082012 chapel hill north carolina languages english native spanish intermediate charlotte north carolina strengths detail oriented ability pay strong attention detail deliver highquality efficient visually appealing applications meeting project requirements team player proven ability work collaborate effectively crossfunctional diverse teams fastpaced environment problem solving expert diagnosing bugs resolving complex technical issues troubleshooting applications optimal performance skills javascript typescript react native development redux rest apis swiftobjectivec javakotlin graphql automated testing jest enzyme agile methodology git version control certification javascript advanced programming course provided codecademy focusing es6 syntax advanced javascript programming concepts master react native redux indepth udemy course covering nuances react native redux library passions continuous learning committed ongoing professional development staying abreast latest industry trends technologies digital art passionate digital art translates designing visually appealing userfriendly applications
React Developer,brandon smith junior react developer 1 240 845 2860 brandonhirationcom chicago il wwwlinkedincominbrandon wwwgithubcombrandon summary web application developer armed proficient knowledge entire software development life cycle react expertise adept using javascript css html design user interface deploy effectively applications skilled conducting manual tests debugging client projects better companyclient relationships key skills application designing frontend architecture manual testing ui designing performance improvement debugging issue resolution webpage designing coding webpage optimization client servicing technical skills programming languages c html5 javascript php cs53 frameworks libraries bootstrap 3 4 react jquery databases mongodb mysql nosql miscellaneous ms office professional experience frontend developer aurora infotech jul 19 present chicago il fastest growing web development company us team 500 employees generating revenue worth usd 20 million web application development developing 10 web applications using responsive ui elements via react concepts smooth performance building user interface code 7 web applications reactjs javascript based approved designs code testing troubleshooting troubleshooting 5 applications continuous improvement smooth execution stable online presence performing testing debugging source code better performance team 10 individuals ui designing frontend architecture determining design layout 10 web applications using html css javascript 100 accuracy collaborating team 5 professionals designed frontend architecture ui concepts 15 websites education b tech computer science northwestern university one best technical institutes united states offering 54 engineering degree programs 2500 students gpa 3440 top 10 percentile class certifications react certification training udemy jan 20 certificate web design application development illinois institute technology feb 19 additional information languages english native spanish fluent german intermediate jan 15 jan 19 evanston il
React Developer,react developer creative react developer 5 years extensive knowledge machine learning graph databases areas willingness learn master multithreading development infrastructure service graph databases professional key skills front end react angularjs aurelia electron gatsby haml haml handlebarsjs json jsx web components xml back end net framework 4x aws ecs amazon ec2 derby databases biml costbased optimization couchdb ef etl ms sql server mariadb mysql plsql postgis rolap devops circleci teamcity vagrant sdlc fcm gcp rake testing cucumber ddd jasmine jest nunit nock protractor asana basecamp confluence jira solid principles scrum trello waterfall work history senior fullstack developer streich kohler lindgren 112016 present torphyfurt mi designing new databases data schemas missioncritical progressive web application improving data integrity execution efficiency using ef postgis rolap fully automated infrastructure environments cloud provisioning related business critical progressive web application helped achieve 25 decrease infrastructure operating costs implementation set new api endpoints related missioncritical external web app provided critical connectivity channel distributed functionality increase system cohesion keeping manageable code complexity improving product aesthetic ux highvolume online service resulting 62 increase users retention integrating thirdparty services external apis part implementation missioncritical customersfacing portal adopting improved way reports producing amongst different solutions mitigating code duplicity 55 profiling troubleshooting bugs fixes businesscritical progressive web application helped tune system performance decrease average response time front end developer hills sons 022011112016 south kacie nd design implementation 9999 uptime rest api businesscritical online
React Developer,sr react js developer professional summary selfmotivated web developer around 5 experience working multiple projects passionate hardworking penchant meeting deadlines interested roles indulging best practices offering diverse customer projects skills htmlhtmls csscss3 bootstrap4 sass less javascript typescript reactjs angularjs 1x2050 jenkins github gitlab bit bucket source tree cassandra mongodb google analytics istanbul agile methodologies jira confluence selenium protractor mocha jest enzyme webpack npm gulp grunt gradle maven docker aws work history sr react js developer 7eleven reduxsaga react hooks immutables nodejs java spring framework jquery ajax json visual studio web storm eclipse windows linux macos feb 2020current irving tx develop high performance customer facing ecommerce application using reactjs reduxsaga react hooks reactrouter javascript html5 css3 sass bootstrap4 built custom components uxlibrary consisting accordion filters dropdown carousel button checkbox input icons developed custom api layer handle crud transactions jwt token management implemented interceptors embed custom headers maintained highlevel expertise react state management strategies including redux redux persist reduxsaga exclusively used reacthooks perform application lifecycle processes project implemented following tdd using jest framework react along enzyme test utilities worked closely clients establish specifications system designs used zeplin invision collaborate ux used middleware reduxsaga immutables application retrieve store data backend also perform restful services effective use native html elements custom tags enhance seo optimization application ada compliance feature implemented css box model styled web pages using css preprocessor sass effectively used mixins functions custom grid systems gridarea concepts flexbox fluidresponsive application expertise usage gitlab jira version control tracking units worked agile methodologies incremental development deliver better application senior systems engineer verizon design dynamic multibrowser compatible pages using html5 css3 sass angular 5 work extensively api team implement creative chat bot communication platform ul perspective feb 2019 feb 2020 irving tx closely monitor usage google dialog flow technology procure intentbased response perform intuitive communication feel user interface design animated web pages importing angularanimations enhance customer service chat experience define new validations angularjs form field validation implemented html5 implemented latest ecmascript6 es6 features enhance code standards maintainability extensive usage gradle webpack build microservices ui components pipeline smoothly cicd using jenkins senior web developer sensity systems may 2017jan 2019 700 hidden ridge texas involved designing web pages using html 5 css3 javascript bootstrap sass less reactjs redux flex mongo db extensively used react js components forms reactbootstrap events keys router animations redux flux concept experienced phases sdlc like requirement analysis implementation maintenance extensive experience agile scrum used object oriented programming concepts develop ui components reused across multiple web applications developed custom map components using google apis convenience place lot devices per business needs worked responsive design developed single isomorphic responsive website could served desktop tablets mobile users using reactjs expertise uxlibrary comprised button checkbox input icons toggle button dropdown multilevel dropdown worked closely backend team display data using custom components library components redux configured automation pipelines using jenkins monitor cicd process
React Developer,glenn young reactjs developer experienced javascript developer 5 years industry proficient react used problemsolving aptitude enhance application performance 14 created data visualization tools integrated designs increased speed product lifecycle 100 time delivered projects within deadline seeking join bravdev leverage experience javascript impress existing clients obtain new ones work history 201704 present 201306 201607 education 201010 201308 react developer bravdev used understanding react fundamentals promote better component lifecycle practices increasing turnaround speed 23 100 deadline adherence communicated teams senior management adapt 50 clients websites adapt changing industry standards introduced wider use isomorphic react nodejs web applications decreasing load times roughly 35 followed documentation always remain uptospeed needs updated response new release versions junior java developer asptech completed training project utilizing spring mvc jsp create basic data modification web performed testing installation configuration troubleshooting various software programs developed 500 sql queries oracle bachelor information technology university tampa fl achievements oracle certified professional 2018 speaker react advanced london 2019 personal info email glennyoungemailcom phone 9252492133 linkedin linkedincominglennyoung skills react fundamentals jsx virtual dom native nodejs cicd devops css git sigma excellent communicator fluxredux teamoriented seo integration programming languages php mysqlmongodb c java
SAP Developer,areas expertise database administration implementing support packages procurement shm mm business intelligencebw business objects bwa sap bw 3135 financialsfi cops client facing professional certified associate technology consultant certified sap hcm personal skills attention detail goals orientated communication personal details linda harris 34 made road coventry cv66 7rp 02476 000 0 0887 222 9999 endabook dob 12091985 driving license yes nationality hrish linda harris sap consultant personal summary multiskilled sap professional good allround functional technical expertise capable ability identify deal clients needs translating appropriate technical solutions experienced providing motivation guidance date sap consultancy service colleagues clients extensive practical knowledge sap fico mm modules sap erp ap gl purchasing looking new challenging sap consultancy position one make best use existing skills experience also personal professional development work experience consultancy firmcoventry sap consultant june 2008present responsible performing current state analysis defining systems strategy developing system requirements designing prototyping testing training defining support procedures implementation duties creating reviewing functional specifications test plans working sap ep web dispatcher java stack hr service packs designing interfaces using different integration scenarios implement sap functionality solving issues oracle dbchecks update statistics backups developing business processes required scope project ensuring b3w reporting solution compatible client design reporting progress status issues project manager lead every week working commercial teams generate convert pipelines contracted work key skills competencies able manage escalations issues risks knowledge scrum agile delivery methodologies solid implementation configuration functional technical experience experience supporting various test phases within projects ability multitask effectively fast paced environment knowledge abap java programming experience lead roles delivery sap crm projects experience interfacing external systems performance optimisation sap functional experience following modules sd fl co scm mm pp qm mro plm apo academic qualifications bsc hons web programming 20052008 nuneaton university levels maths english b technology b science c coventry central college 20032005 referencesavailable request
SAP Developer,annamae schlessman sap developer profile sap developer 1 year experience designing developing implementing innovative sap solutions optimize business processes proficient abap programming sap fiori sap hana strong understanding sap modules integration demonstrated success delivering projects time collaborating effectively crossfunctional teams continuously enhancing technical knowledge highly adaptable committed driving efficiency process improvement enduser satisfaction employment history sap developer ntt data services va feb 2023 present developed implemented customized sap solution major client resulting 15 increase operational efficiency 10 reduction costs within first year deployment successfully migrated legacy data 50000 records large government organization new sap system ensuring 999 data accuracy minimizing system downtime transition process led team 10 developers design development innovative userfriendly sap application healthcare provider increased enduser productivity 20 streamlined business processes across multiple departments associate sap developer booz allen hamilton va jul 2022 jan 2023 developed implemented streamlined sap solution major government client resulting 30 increase process efficiency reducing manual workload 50 successfully led team 5 developers integration sap modules multimillion dollar project ensuring seamless data flow improving overall system performance 25 identified resolved 100 critical sap system errors highpressure environment leading significant reduction system downtime 40 increased user satisfaction conducted comprehensive sap training sessions 50 endusers across various departments enhancing understanding system contributing 35 increase productivity education bachelor science information technology focus sap development virginia tech blacksburg va aug 2018 may 2022 relevant coursework database management systems analysis design sap development erp systems software engineering web technologies cybersecurity data analytics certificates details annamaeschlessmangmailcom 900 6796365 1234 oakwood lane richmond va 23225 links linkedincominannamaeschlessman skills abap programming fioriu15 development hana modeling brfplus framework cds views creation odata services webdynpro development languages english urdu hobbies programming side projects attending tech meetups conferences building flying drones
SAP Developer,samyabrata roy sap hana bw consultant mob 917760611443 sam14roygmailcom career summary around 411 years experience implementing business intelligence data warehousing solutions using sap hana bw 7374 hana worked sap hana experience sap bodssap bo idt webi explorer design studio sap lumira ability understand business environment translate business requirements technical solutions excellent analytical problem solving interpersonal skills summary qualifications bachelors computer applications 20082011 bangalore university india masters technology computer applications 20112015 bits pilani india technical experience sap bw hana expertise modelling using lsa architecture modelling using new info providers adsoused standard write optimized corporate layer propagation layer etc open ods view odp used information models bw transient provider created reports created virtual hybrid composite info providers accommodate hana views bw hana used reporting bw 73 hana worked abap field routines end start routines expertise bex query designer knowledge sap hana dynamic tiering sap bw nls sap hana modelling expertise creating various information models like attribute analytic calculated views using ce functions sql script creating complex calculation views decision tables accommodate business logic fly accommodating views procedures decision tables calculated columns good exposure hands experience data replication scenarios sap hana include bods 42 etl extraction flat files consuming sap hana views idt deliver business layer using web intelligence proven experience reporting specially handling complex scenarios using joins sq1smart data access experience creating row column based tables based usage good knowledge sap bods connectivitys extractions loading hana database bods core functionalities like jobs creation data transfer methodologies repository managements knowledge sap hana data provisioning using sap lt replication server slt sap ecc ld copa generic extraction creation class characteristics extraction data bw sap bods 42 created bods jobs workflows dataflows scripts worked transforms pull data nonsap systems sap bo design studiocreated connections data foundation business layers webi reports explorer information space exploration view set created analytical application design studio based bex query knowledge hands sap lumira 129
SAP Developer,robert smith senior sap abap consultant phone 0123456789 email infoqwikresumecom website qwikresumecom summary 8 year experience sap abap developer proficient interacting functional consultants identify information need requirement initiate process change experience gathering functional requirements analysis mapping business requirements sap technical environment development testing delivery go live supporting core competencies sap abap sap abap hr sap crm technical sap srm technical sap bpc technical sap bw sap mdm technical professional experience senior sap abap consultant abc corp 2012 present key deliverables customizing development support hcm application pdr iso workflow hcm forms process looking requirement study analysis designing development testing implementation distributing technical work among team guide entire team achieve customer requirement given timeline involving customized development support related hcm forms process workflow report interface report customizing development support essmss application change support workflow hcm process badi implementation according customer requirement adobe form workflow hcm report interfaces involving customized development support related missess forms process workflow report interface report customizing development enhancements case creation vat st lbt et registration sap solution consultant abc corp 20102012 key deliverables role leading technical team also involved customized development responsible requirements gathering project consistently applied logical analytical thought process assigned tasks 2259 oak street old forge new york 13420 free resume template copyright gakresumecom usage guidelines
SAP Developer,odis hills 3339 prohaska skyway new york ny phone 1 555 569 4549 experience purdy llc chicago il senior sap abap developer 122017 present expert sap enhancements technologies including classical enhancements badi user exits bte new enhancement framework hands experience odata sap ehs project delivery process methodology expertise asap activate provide technical leadership teams integrate technical expertise business understanding develop superior product compliance solutions customers lynch rogahn kiehn chicago il sap abap developer finance 012011 072017 software development testing methodologies abap programming language reports interfaces enhancements forms comparable programming language badis user exits data dictionary rfcs bapis ale idocs bdcs screen painter menu painter sapscripts smartforms queries bsp hr abap programming abap webdynpro java webdynpro would beneficial future sap development education rhode island school design bachelors computer science skills react respond critical production problems financially significant enterprise accounting treasury applications strong technical analytical critical thinking problemsolving skills highly organized collaborative excellent object orientated programming skills knowledge sdlc methodologies knowledge qa methodologies
